country,crop,year,yield_hg_ha,average_rain_fall_mm_per_year,pesticide_tonnes,avg_temp
burundi,potatoes,2006,26176,1274.0,190.51,21.83
burundi,potatoes,2007,34521,1274.0,412.66,21.28
burundi,potatoes,2008,26273,1274.0,456.44,21.29
burundi,potatoes,2009,27711,1274.0,177.75,21.42
burundi,potatoes,2010,42521,1274.0,264.53,21.75
burundi,potatoes,2011,45493,1274.0,75.64,21.23
burundi,potatoes,2012,31165,1274.0,98.59,21.44
burundi,potatoes,2013,62252,1274.0,956.06,21.53
burundi,potatoes,2014,74138,1274.0,34.92,21.420416666666664
burundi,potatoes,2015,97372,1274.0,28.18,21.420416666666664
burundi,potatoes,2016,97626,1274.0,28.18,21.420416666666664
burundi,"rice, paddy",1990,33333,1274.0,92.08,21.15
burundi,"rice, paddy",1991,30923,1274.0,92.08,20.97
burundi,"rice, paddy",1992,31077,1274.0,92.08,21.31
burundi,"rice, paddy",1993,31398,1274.0,96.99,21.17
burundi,"rice, paddy",1994,31099,1274.0,84.45,21.25
burundi,"rice, paddy",1995,26819,1274.0,144.2,21.55
burundi,"rice, paddy",1996,27873,1274.0,207.1,21.18
burundi,"rice, paddy",1997,32551,1274.0,117.56,21.51
burundi,"rice, paddy",1998,29927,1274.0,107.29,21.56
burundi,"rice, paddy",1999,32572,1274.0,150.24,21.01
burundi,"rice, paddy",2000,30399,1274.0,109.87,21.32
burundi,"rice, paddy",2001,32063,1274.0,72.56,21.24
burundi,"rice, paddy",2002,32629,1274.0,98.1,21.45
burundi,"rice, paddy",2003,31413,1274.0,263.7,21.65
burundi,"rice, paddy",2004,32924,1274.0,508.26,21.71
burundi,"rice, paddy",2005,34144,1274.0,304.83,22.29
burundi,"rice, paddy",2006,33322,1274.0,190.51,21.83
burundi,"rice, paddy",2007,33767,1274.0,412.66,21.28
burundi,"rice, paddy",2008,32203,1274.0,456.44,21.29
burundi,"rice, paddy",2009,32680,1274.0,177.75,21.42
burundi,"rice, paddy",2010,28268,1274.0,264.53,21.75
burundi,"rice, paddy",2011,26876,1274.0,75.64,21.23
burundi,"rice, paddy",2012,21041,1274.0,98.59,21.44
burundi,"rice, paddy",2013,19130,1274.0,956.06,21.53
burundi,"rice, paddy",2014,28393,1274.0,34.92,21.420416666666664
burundi,"rice, paddy",2015,11293,1274.0,28.18,21.420416666666664
burundi,"rice, paddy",2016,23001,1274.0,28.18,21.420416666666664
burundi,sorghum,1990,10983,1274.0,92.08,21.15
burundi,sorghum,1991,11241,1274.0,92.08,20.97
burundi,sorghum,1992,11517,1274.0,92.08,21.31
burundi,sorghum,1993,11259,1274.0,96.99,21.17
burundi,sorghum,1994,9938,1274.0,84.45,21.25
burundi,sorghum,1995,13168,1274.0,144.2,21.55
burundi,sorghum,1996,13206,1274.0,207.1,21.18
burundi,sorghum,1997,12401,1274.0,117.56,21.51
burundi,sorghum,1998,12487,1274.0,107.29,21.56
burundi,sorghum,1999,11998,1274.0,150.24,21.01
burundi,sorghum,2000,12132,1274.0,109.87,21.32
burundi,sorghum,2001,12559,1274.0,72.56,21.24
burundi,sorghum,2002,12850,1274.0,98.1,21.45
burundi,sorghum,2003,12964,1274.0,263.7,21.65
burundi,sorghum,2004,13486,1274.0,508.26,21.71
burundi,sorghum,2005,14042,1274.0,304.83,22.29
burundi,sorghum,2006,12654,1274.0,190.51,21.83
burundi,sorghum,2007,12964,1274.0,412.66,21.28
burundi,sorghum,2008,12874,1274.0,456.44,21.29
burundi,sorghum,2009,12885,1274.0,177.75,21.42
burundi,sorghum,2010,10701,1274.0,264.53,21.75
burundi,sorghum,2011,8205,1274.0,75.64,21.23
burundi,sorghum,2012,5890,1274.0,98.59,21.44
burundi,sorghum,2013,6513,1274.0,956.06,21.53
burundi,sorghum,2014,6931,1274.0,34.92,21.420416666666664
burundi,sorghum,2015,11530,1274.0,28.18,21.420416666666664
burundi,sorghum,2016,19694,1274.0,28.18,21.420416666666664
burundi,soybeans,1990,10000,1274.0,92.08,21.15
burundi,soybeans,1991,10000,1274.0,92.08,20.97
burundi,soybeans,1992,8943,1274.0,92.08,21.31
burundi,soybeans,1993,8694,1274.0,96.99,21.17
burundi,soybeans,1994,8000,1274.0,84.45,21.25
burundi,soybeans,1995,8368,1274.0,144.2,21.55
burundi,soybeans,1996,8305,1274.0,207.1,21.18
burundi,soybeans,1997,8282,1274.0,117.56,21.51
burundi,soybeans,1998,8000,1274.0,107.29,21.56
burundi,soybeans,1999,7778,1274.0,150.24,21.01
burundi,soybeans,2000,7273,1274.0,109.87,21.32
burundi,soybeans,2001,7500,1274.0,72.56,21.24
burundi,soybeans,2002,7500,1274.0,98.1,21.45
burundi,soybeans,2003,7442,1274.0,263.7,21.65
burundi,soybeans,2004,7500,1274.0,508.26,21.71
burundi,soybeans,2005,7778,1274.0,304.83,22.29
burundi,soybeans,2006,7895,1274.0,190.51,21.83
burundi,soybeans,2007,7750,1274.0,412.66,21.28
burundi,soybeans,2008,7683,1274.0,456.44,21.29
burundi,soybeans,2009,7619,1274.0,177.75,21.42
burundi,soybeans,2010,7752,1274.0,264.53,21.75
burundi,soybeans,2011,7764,1274.0,75.64,21.23
burundi,soybeans,2012,7283,1274.0,98.59,21.44
burundi,soybeans,2013,9554,1274.0,956.06,21.53
burundi,soybeans,2014,8220,1274.0,34.92,21.420416666666664
burundi,soybeans,2015,8163,1274.0,28.18,21.420416666666664
burundi,soybeans,2016,8206,1274.0,28.18,21.420416666666664
burundi,sweet potatoes,1990,64427,1274.0,92.08,21.15
burundi,sweet potatoes,1991,64810,1274.0,92.08,20.97
burundi,sweet potatoes,1992,63418,1274.0,92.08,21.31
burundi,sweet potatoes,1993,64762,1274.0,96.99,21.17
burundi,sweet potatoes,1994,60149,1274.0,84.45,21.25
burundi,sweet potatoes,1995,61230,1274.0,144.2,21.55
burundi,sweet potatoes,1996,62061,1274.0,207.1,21.18
burundi,sweet potatoes,1997,61879,1274.0,117.56,21.51
burundi,sweet potatoes,1998,59048,1274.0,107.29,21.56
burundi,sweet potatoes,1999,65551,1274.0,150.24,21.01
burundi,sweet potatoes,2000,62489,1274.0,109.87,21.32
burundi,sweet potatoes,2001,65072,1274.0,72.56,21.24
burundi,sweet potatoes,2002,67215,1274.0,98.1,21.45
burundi,sweet potatoes,2003,64895,1274.0,263.7,21.65
burundi,sweet potatoes,2004,66752,1274.0,508.26,21.71
burundi,sweet potatoes,2005,65368,1274.0,304.83,22.29
burundi,sweet potatoes,2006,66985,1274.0,190.51,21.83
burundi,sweet potatoes,2007,66692,1274.0,412.66,21.28
burundi,sweet potatoes,2008,65947,1274.0,456.44,21.29
burundi,sweet potatoes,2009,67125,1274.0,177.75,21.42
burundi,sweet potatoes,2010,77508,1274.0,264.53,21.75
burundi,sweet potatoes,2011,78801,1274.0,75.64,21.23
burundi,sweet potatoes,2012,65035,1274.0,98.59,21.44
burundi,sweet potatoes,2013,104528,1274.0,956.06,21.53
burundi,sweet potatoes,2014,100595,1274.0,34.92,21.420416666666664
burundi,sweet potatoes,2015,99087,1274.0,28.18,21.420416666666664
burundi,sweet potatoes,2016,56876,1274.0,28.18,21.420416666666664
burundi,wheat,1990,7478,1274.0,92.08,21.15
burundi,wheat,1991,7333,1274.0,92.08,20.97
burundi,wheat,1992,7120,1274.0,92.08,21.31
burundi,wheat,1993,7748,1274.0,96.99,21.17
burundi,wheat,1994,8824,1274.0,84.45,21.25
burundi,wheat,1995,7440,1274.0,144.2,21.55
burundi,wheat,1996,7728,1274.0,207.1,21.18
burundi,wheat,1997,7742,1274.0,117.56,21.51
burundi,wheat,1998,8148,1274.0,107.29,21.56
burundi,wheat,1999,7085,1274.0,150.24,21.01
burundi,wheat,2000,6774,1274.0,109.87,21.32
burundi,wheat,2001,8667,1274.0,72.56,21.24
burundi,wheat,2002,8290,1274.0,98.1,21.45
burundi,wheat,2003,7807,1274.0,263.7,21.65
burundi,wheat,2004,8326,1274.0,508.26,21.71
burundi,wheat,2005,7387,1274.0,304.83,22.29
burundi,wheat,2006,8007,1274.0,190.51,21.83
burundi,wheat,2007,8407,1274.0,412.66,21.28
burundi,wheat,2008,8431,1274.0,456.44,21.29
burundi,wheat,2009,8583,1274.0,177.75,21.42
burundi,wheat,2010,7393,1274.0,264.53,21.75
burundi,wheat,2011,7129,1274.0,75.64,21.23
burundi,wheat,2012,4448,1274.0,98.59,21.44
burundi,wheat,2013,7276,1274.0,956.06,21.53
burundi,wheat,2014,5763,1274.0,34.92,21.420416666666664
burundi,wheat,2015,6825,1274.0,28.18,21.420416666666664
burundi,wheat,2016,6827,1274.0,28.18,21.420416666666664
burundi,yams,1990,57576,1274.0,92.08,21.15
burundi,yams,1991,55714,1274.0,92.08,20.97
burundi,yams,1992,55479,1274.0,92.08,21.31
burundi,yams,1993,55547,1274.0,96.99,21.17
burundi,yams,1994,55734,1274.0,84.45,21.25
burundi,yams,1995,55955,1274.0,144.2,21.55
burundi,yams,1996,56264,1274.0,207.1,21.18
burundi,yams,1997,56226,1274.0,117.56,21.51
burundi,yams,1998,56668,1274.0,107.29,21.56
burundi,yams,1999,58009,1274.0,150.24,21.01
burundi,yams,2000,60175,1274.0,109.87,21.32
burundi,yams,2001,58376,1274.0,72.56,21.24
burundi,yams,2002,58376,1274.0,98.1,21.45
burundi,yams,2003,55067,1274.0,263.7,21.65
burundi,yams,2004,55067,1274.0,508.26,21.71
burundi,yams,2005,52836,1274.0,304.83,22.29
burundi,yams,2006,56615,1274.0,190.51,21.83
burundi,yams,2007,57103,1274.0,412.66,21.28
burundi,yams,2008,57869,1274.0,456.44,21.29
burundi,yams,2009,55000,1274.0,177.75,21.42
burundi,yams,2010,64079,1274.0,264.53,21.75
burundi,yams,2011,68989,1274.0,75.64,21.23
burundi,yams,2012,90258,1274.0,98.59,21.44
burundi,yams,2013,79279,1274.0,956.06,21.53
burundi,yams,2014,67991,1274.0,34.92,21.420416666666664
burundi,yams,2015,68866,1274.0,28.18,21.420416666666664
burundi,yams,2016,69528,1274.0,28.18,21.420416666666664
cameroon,cassava,1990,164386,1604.0,450.01,25.08
cameroon,cassava,1991,162200,1604.0,99.09,24.99
cameroon,cassava,1992,136333,1604.0,1137.56,24.6
cameroon,cassava,1993,131840,1604.0,774.49,24.9
cameroon,cassava,1994,127037,1604.0,411.42,24.93
cameroon,cassava,1995,118667,1604.0,48.35,25.21
cameroon,cassava,1996,115500,1604.0,180.08,25.0
cameroon,cassava,1997,106556,1604.0,630.12,24.98
cameroon,cassava,1998,90041,1604.0,258.02,25.66
cameroon,cassava,1999,136594,1604.0,653.0,24.97
cameroon,cassava,2000,132992,1604.0,545.0,24.88
cameroon,cassava,2001,81918,1604.0,687.0,25.01
cameroon,cassava,2002,76626,1604.0,815.79,25.26
cameroon,cassava,2003,71193,1604.0,957.36,25.3
cameroon,cassava,2004,66145,1604.0,849.48,25.42
cameroon,cassava,2005,105771,1604.0,829.59,25.36
cameroon,cassava,2006,107548,1604.0,950.22,25.39
cameroon,cassava,2007,140000,1604.0,918.88,25.49
cameroon,cassava,2008,140000,1604.0,882.13,25.42
cameroon,cassava,2009,139528,1604.0,813.77,25.54
cameroon,cassava,2010,140636,1604.0,1160.63,25.7
cameroon,cassava,2011,145720,1604.0,1372.47,25.25
cameroon,cassava,2012,115388,1604.0,1372.47,25.18
cameroon,cassava,2013,147894,1604.0,1372.47,25.45
cameroon,cassava,2014,150678,1604.0,1372.47,25.207083333333333
cameroon,cassava,2015,143322,1604.0,1372.47,25.207083333333333
cameroon,cassava,2016,146849,1604.0,1372.47,25.207083333333333
cameroon,maize,1990,18543,1604.0,450.01,25.08
cameroon,maize,1991,19800,1604.0,99.09,24.99
cameroon,maize,1992,13974,1604.0,1137.56,24.6
cameroon,maize,1993,11267,1604.0,774.49,24.9
cameroon,maize,1994,11644,1604.0,411.42,24.93
cameroon,maize,1995,15450,1604.0,48.35,25.21
cameroon,maize,1996,18750,1604.0,180.08,25.0
cameroon,maize,1997,20267,1604.0,630.12,24.98
cameroon,maize,1998,18911,1604.0,258.02,25.66
cameroon,maize,1999,25907,1604.0,653.0,24.97
cameroon,maize,2000,24615,1604.0,545.0,24.88
cameroon,maize,2001,24404,1604.0,687.0,25.01
cameroon,maize,2002,20679,1604.0,815.79,25.26
cameroon,maize,2003,19908,1604.0,957.36,25.3
cameroon,maize,2004,19166,1604.0,849.48,25.42
cameroon,maize,2005,21334,1604.0,829.59,25.36
cameroon,maize,2006,22224,1604.0,950.22,25.39
cameroon,maize,2007,20000,1604.0,918.88,25.49
cameroon,maize,2008,20000,1604.0,882.13,25.42
cameroon,maize,2009,19787,1604.0,813.77,25.54
cameroon,maize,2010,19741,1604.0,1160.63,25.7
cameroon,maize,2011,20240,1604.0,1372.47,25.25
cameroon,maize,2012,17152,1604.0,1372.47,25.18
cameroon,maize,2013,19787,1604.0,1372.47,25.45
cameroon,maize,2014,17645,1604.0,1372.47,25.207083333333333
cameroon,maize,2015,17406,1604.0,1372.47,25.207083333333333
cameroon,maize,2016,17929,1604.0,1372.47,25.207083333333333
cameroon,plantains and others,1990,51150,1604.0,450.01,25.08
cameroon,plantains and others,1991,53222,1604.0,99.09,24.99
cameroon,plantains and others,1992,54632,1604.0,1137.56,24.6
cameroon,plantains and others,1993,56000,1604.0,774.49,24.9
cameroon,plantains and others,1994,55053,1604.0,411.42,24.93
cameroon,plantains and others,1995,54365,1604.0,48.35,25.21
cameroon,plantains and others,1996,55603,1604.0,180.08,25.0
cameroon,plantains and others,1997,56426,1604.0,630.12,24.98
cameroon,plantains and others,1998,67958,1604.0,258.02,25.66
cameroon,plantains and others,1999,61102,1604.0,653.0,24.97
cameroon,plantains and others,2000,61323,1604.0,545.0,24.88
cameroon,plantains and others,2001,62064,1604.0,687.0,25.01
cameroon,plantains and others,2002,53209,1604.0,815.79,25.26
cameroon,plantains and others,2003,53260,1604.0,957.36,25.3
cameroon,plantains and others,2004,53312,1604.0,849.48,25.42
cameroon,plantains and others,2005,79720,1604.0,829.59,25.36
cameroon,plantains and others,2006,79860,1604.0,950.22,25.39
cameroon,plantains and others,2007,120619,1604.0,918.88,25.49
cameroon,plantains and others,2008,120000,1604.0,882.13,25.42
cameroon,plantains and others,2009,119671,1604.0,813.77,25.54
cameroon,plantains and others,2010,122250,1604.0,1160.63,25.7
cameroon,plantains and others,2011,110857,1604.0,1372.47,25.25
cameroon,plantains and others,2012,108526,1604.0,1372.47,25.18
cameroon,plantains and others,2013,119444,1604.0,1372.47,25.45
cameroon,plantains and others,2014,123703,1604.0,1372.47,25.207083333333333
cameroon,plantains and others,2015,123048,1604.0,1372.47,25.207083333333333
cameroon,plantains and others,2016,124687,1604.0,1372.47,25.207083333333333
cameroon,potatoes,1990,16142,1604.0,450.01,25.08
cameroon,potatoes,1991,16875,1604.0,99.09,24.99
cameroon,potatoes,1992,20500,1604.0,1137.56,24.6
cameroon,potatoes,1993,21111,1604.0,774.49,24.9
cameroon,potatoes,1994,19811,1604.0,411.42,24.93
cameroon,potatoes,1995,20588,1604.0,48.35,25.21
cameroon,potatoes,1996,29064,1604.0,180.08,25.0
cameroon,potatoes,1997,40329,1604.0,630.12,24.98
cameroon,potatoes,1998,53198,1604.0,258.02,25.66
cameroon,potatoes,1999,60031,1604.0,653.0,24.97
cameroon,potatoes,2000,59044,1604.0,545.0,24.88
cameroon,potatoes,2001,51674,1604.0,687.0,25.01
cameroon,potatoes,2002,39452,1604.0,815.79,25.26
cameroon,potatoes,2003,35061,1604.0,957.36,25.3
cameroon,potatoes,2004,31159,1604.0,849.48,25.42
cameroon,potatoes,2005,25900,1604.0,829.59,25.36
cameroon,potatoes,2006,27330,1604.0,950.22,25.39
cameroon,potatoes,2007,26587,1604.0,918.88,25.49
cameroon,potatoes,2008,26367,1604.0,882.13,25.42
cameroon,potatoes,2009,28754,1604.0,813.77,25.54
cameroon,potatoes,2010,44088,1604.0,1160.63,25.7
cameroon,potatoes,2011,73940,1604.0,1372.47,25.25
cameroon,potatoes,2012,103444,1604.0,1372.47,25.18
cameroon,potatoes,2013,133560,1604.0,1372.47,25.45
cameroon,potatoes,2014,150643,1604.0,1372.47,25.207083333333333
cameroon,potatoes,2015,153932,1604.0,1372.47,25.207083333333333
cameroon,potatoes,2016,158551,1604.0,1372.47,25.207083333333333
cameroon,"rice, paddy",1990,49999,1604.0,450.01,25.08
cameroon,"rice, paddy",1991,36400,1604.0,99.09,24.99
cameroon,"rice, paddy",1992,35000,1604.0,1137.56,24.6
cameroon,"rice, paddy",1993,29000,1604.0,774.49,24.9
cameroon,"rice, paddy",1994,31423,1604.0,411.42,24.93
cameroon,"rice, paddy",1995,31307,1604.0,48.35,25.21
cameroon,"rice, paddy",1996,31391,1604.0,180.08,25.0
cameroon,"rice, paddy",1997,33636,1604.0,630.12,24.98
cameroon,"rice, paddy",1998,35467,1604.0,258.02,25.66
cameroon,"rice, paddy",1999,33095,1604.0,653.0,24.97
cameroon,"rice, paddy",2000,30103,1604.0,545.0,24.88
cameroon,"rice, paddy",2001,30242,1604.0,687.0,25.01
cameroon,"rice, paddy",2002,11137,1604.0,815.79,25.26
cameroon,"rice, paddy",2003,11870,1604.0,957.36,25.3
cameroon,"rice, paddy",2004,12416,1604.0,849.48,25.42
cameroon,"rice, paddy",2005,12971,1604.0,829.59,25.36
cameroon,"rice, paddy",2006,12905,1604.0,950.22,25.39
cameroon,"rice, paddy",2007,10000,1604.0,918.88,25.49
cameroon,"rice, paddy",2008,10000,1604.0,882.13,25.42
cameroon,"rice, paddy",2009,27475,1604.0,813.77,25.54
cameroon,"rice, paddy",2010,10936,1604.0,1160.63,25.7
cameroon,"rice, paddy",2011,13464,1604.0,1372.47,25.25
cameroon,"rice, paddy",2012,14217,1604.0,1372.47,25.18
cameroon,"rice, paddy",2013,11641,1604.0,1372.47,25.45
cameroon,"rice, paddy",2014,12076,1604.0,1372.47,25.207083333333333
cameroon,"rice, paddy",2015,12271,1604.0,1372.47,25.207083333333333
cameroon,"rice, paddy",2016,13011,1604.0,1372.47,25.207083333333333
cameroon,sorghum,1990,8489,1604.0,450.01,25.08
cameroon,sorghum,1991,7692,1604.0,99.09,24.99
cameroon,sorghum,1992,7600,1604.0,1137.56,24.6
cameroon,sorghum,1993,7647,1604.0,774.49,24.9
cameroon,sorghum,1994,7292,1604.0,411.42,24.93
cameroon,sorghum,1995,8679,1604.0,48.35,25.21
cameroon,sorghum,1996,8910,1604.0,180.08,25.0
cameroon,sorghum,1997,8889,1604.0,630.12,24.98
cameroon,sorghum,1998,9955,1604.0,258.02,25.66
cameroon,sorghum,1999,11239,1604.0,653.0,24.97
cameroon,sorghum,2000,12000,1604.0,545.0,24.88
cameroon,sorghum,2001,12024,1604.0,687.0,25.01
cameroon,sorghum,2002,14129,1604.0,815.79,25.26
cameroon,sorghum,2003,13371,1604.0,957.36,25.3
cameroon,sorghum,2004,12654,1604.0,849.48,25.42
cameroon,sorghum,2005,13173,1604.0,829.59,25.36
cameroon,sorghum,2006,12561,1604.0,950.22,25.39
cameroon,sorghum,2007,14397,1604.0,918.88,25.49
cameroon,sorghum,2008,14323,1604.0,882.13,25.42
cameroon,sorghum,2009,14085,1604.0,813.77,25.54
cameroon,sorghum,2010,14257,1604.0,1160.63,25.7
cameroon,sorghum,2011,15038,1604.0,1372.47,25.25
cameroon,sorghum,2012,14883,1604.0,1372.47,25.18
cameroon,sorghum,2013,15074,1604.0,1372.47,25.45
cameroon,sorghum,2014,15264,1604.0,1372.47,25.207083333333333
cameroon,sorghum,2015,15455,1604.0,1372.47,25.207083333333333
cameroon,sorghum,2016,15646,1604.0,1372.47,25.207083333333333
cameroon,soybeans,1990,6000,1604.0,450.01,25.08
cameroon,soybeans,1991,6034,1604.0,99.09,24.99
cameroon,soybeans,1992,6061,1604.0,1137.56,24.6
cameroon,soybeans,1993,6000,1604.0,774.49,24.9
cameroon,soybeans,1994,6026,1604.0,411.42,24.93
cameroon,soybeans,1995,6203,1604.0,48.35,25.21
cameroon,soybeans,1996,6220,1604.0,180.08,25.0
cameroon,soybeans,1997,6235,1604.0,630.12,24.98
cameroon,soybeans,1998,6250,1604.0,258.02,25.66
cameroon,soybeans,1999,6373,1604.0,653.0,24.97
cameroon,soybeans,2000,6375,1604.0,545.0,24.88
cameroon,soybeans,2001,6193,1604.0,687.0,25.01
cameroon,soybeans,2002,5611,1604.0,815.79,25.26
cameroon,soybeans,2003,5737,1604.0,957.36,25.3
cameroon,soybeans,2004,5866,1604.0,849.48,25.42
cameroon,soybeans,2005,6131,1604.0,829.59,25.36
cameroon,soybeans,2006,6226,1604.0,950.22,25.39
cameroon,soybeans,2007,12002,1604.0,918.88,25.49
cameroon,soybeans,2008,11999,1604.0,882.13,25.42
cameroon,soybeans,2009,8310,1604.0,813.77,25.54
cameroon,soybeans,2010,8437,1604.0,1160.63,25.7
cameroon,soybeans,2011,8276,1604.0,1372.47,25.25
cameroon,soybeans,2012,13980,1604.0,1372.47,25.18
cameroon,soybeans,2013,13228,1604.0,1372.47,25.45
cameroon,soybeans,2014,13350,1604.0,1372.47,25.207083333333333
cameroon,soybeans,2015,13349,1604.0,1372.47,25.207083333333333
cameroon,soybeans,2016,13750,1604.0,1372.47,25.207083333333333
cameroon,sweet potatoes,1990,78150,1604.0,450.01,25.08
cameroon,sweet potatoes,1991,63103,1604.0,99.09,24.99
cameroon,sweet potatoes,1992,62643,1604.0,1137.56,24.6
cameroon,sweet potatoes,1993,62183,1604.0,774.49,24.9
cameroon,sweet potatoes,1994,61724,1604.0,411.42,24.93
cameroon,sweet potatoes,1995,61264,1604.0,48.35,25.21
cameroon,sweet potatoes,1996,60681,1604.0,180.08,25.0
cameroon,sweet potatoes,1997,65306,1604.0,630.12,24.98
cameroon,sweet potatoes,1998,74780,1604.0,258.02,25.66
cameroon,sweet potatoes,1999,65895,1604.0,653.0,24.97
cameroon,sweet potatoes,2000,64578,1604.0,545.0,24.88
cameroon,sweet potatoes,2001,64856,1604.0,687.0,25.01
cameroon,sweet potatoes,2002,45554,1604.0,815.79,25.26
cameroon,sweet potatoes,2003,43491,1604.0,957.36,25.3
cameroon,sweet potatoes,2004,41558,1604.0,849.48,25.42
cameroon,sweet potatoes,2005,67586,1604.0,829.59,25.36
cameroon,sweet potatoes,2006,66603,1604.0,950.22,25.39
cameroon,sweet potatoes,2007,55032,1604.0,918.88,25.49
cameroon,sweet potatoes,2008,59989,1604.0,882.13,25.42
cameroon,sweet potatoes,2009,54288,1604.0,813.77,25.54
cameroon,sweet potatoes,2010,54179,1604.0,1160.63,25.7
cameroon,sweet potatoes,2011,49900,1604.0,1372.47,25.25
cameroon,sweet potatoes,2012,60000,1604.0,1372.47,25.18
cameroon,sweet potatoes,2013,54288,1604.0,1372.47,25.45
cameroon,sweet potatoes,2014,58963,1604.0,1372.47,25.207083333333333
cameroon,sweet potatoes,2015,59426,1604.0,1372.47,25.207083333333333
cameroon,sweet potatoes,2016,61210,1604.0,1372.47,25.207083333333333
cameroon,wheat,1990,15000,1604.0,450.01,25.08
cameroon,wheat,1991,12863,1604.0,99.09,24.99
cameroon,wheat,1992,12884,1604.0,1137.56,24.6
cameroon,wheat,1993,12904,1604.0,774.49,24.9
cameroon,wheat,1994,12937,1604.0,411.42,24.93
cameroon,wheat,1995,13098,1604.0,48.35,25.21
cameroon,wheat,1996,13333,1604.0,180.08,25.0
cameroon,wheat,1997,13264,1604.0,630.12,24.98
cameroon,wheat,1998,13279,1604.0,258.02,25.66
cameroon,wheat,1999,13294,1604.0,653.0,24.97
cameroon,wheat,2000,13309,1604.0,545.0,24.88
cameroon,wheat,2001,13325,1604.0,687.0,25.01
cameroon,wheat,2002,13340,1604.0,815.79,25.26
cameroon,wheat,2003,13356,1604.0,957.36,25.3
cameroon,wheat,2004,13373,1604.0,849.48,25.42
cameroon,wheat,2005,13390,1604.0,829.59,25.36
cameroon,wheat,2006,13408,1604.0,950.22,25.39
cameroon,wheat,2007,13426,1604.0,918.88,25.49
cameroon,wheat,2008,13444,1604.0,882.13,25.42
cameroon,wheat,2009,13463,1604.0,813.77,25.54
cameroon,wheat,2010,13846,1604.0,1160.63,25.7
cameroon,wheat,2011,13971,1604.0,1372.47,25.25
cameroon,wheat,2012,12308,1604.0,1372.47,25.18
cameroon,wheat,2013,12879,1604.0,1372.47,25.45
cameroon,wheat,2014,13249,1604.0,1372.47,25.207083333333333
cameroon,wheat,2015,13291,1604.0,1372.47,25.207083333333333
cameroon,wheat,2016,13316,1604.0,1372.47,25.207083333333333
cameroon,yams,1990,39310,1604.0,450.01,25.08
cameroon,yams,1991,50000,1604.0,99.09,24.99
cameroon,yams,1992,55238,1604.0,1137.56,24.6
cameroon,yams,1993,60000,1604.0,774.49,24.9
cameroon,yams,1994,70588,1604.0,411.42,24.93
cameroon,yams,1995,71625,1604.0,48.35,25.21
cameroon,yams,1996,75000,1604.0,180.08,25.0
cameroon,yams,1997,78947,1604.0,630.12,24.98
cameroon,yams,1998,79360,1604.0,258.02,25.66
cameroon,yams,1999,93209,1604.0,653.0,24.97
cameroon,yams,2000,93662,1604.0,545.0,24.88
cameroon,yams,2001,94345,1604.0,687.0,25.01
cameroon,yams,2002,76643,1604.0,815.79,25.26
cameroon,yams,2003,76602,1604.0,957.36,25.3
cameroon,yams,2004,76752,1604.0,849.48,25.42
cameroon,yams,2005,97814,1604.0,829.59,25.36
cameroon,yams,2006,100747,1604.0,950.22,25.39
cameroon,yams,2007,121002,1604.0,918.88,25.49
cameroon,yams,2008,121000,1604.0,882.13,25.42
cameroon,yams,2009,121205,1604.0,813.77,25.54
cameroon,yams,2010,111590,1604.0,1160.63,25.7
cameroon,yams,2011,101354,1604.0,1372.47,25.25
cameroon,yams,2012,112643,1604.0,1372.47,25.18
cameroon,yams,2013,103844,1604.0,1372.47,25.45
cameroon,yams,2014,111887,1604.0,1372.47,25.207083333333333
cameroon,yams,2015,110865,1604.0,1372.47,25.207083333333333
cameroon,yams,2016,110863,1604.0,1372.47,25.207083333333333
canada,maize,1990,68602,537.0,29568.0,7.425
canada,maize,1991,67098,537.0,29477.5,7.428333333333334
canada,maize,1992,56927,537.0,29387.0,6.16
canada,maize,1993,64241,537.0,29296.5,6.105
canada,maize,1994,73748,537.0,29206.0,6.271666666666666
canada,maize,1995,72528,537.0,32223.4,6.81
canada,maize,1996,69141,537.0,35240.8,6.2683333333333335
canada,maize,1997,68702,537.0,38258.2,6.261666666666667
canada,maize,1998,80054,537.0,41275.6,8.424999999999999
canada,maize,1999,79747,537.0,44293.0,7.664999999999999
canada,maize,2000,62844,537.0,39667.0,6.608333333333333
canada,maize,2001,66187,537.0,38456.0,7.683333333333334
canada,maize,2002,70128,537.0,34226.0,7.401666666666666
canada,maize,2003,78193,537.0,35596.0,6.458333333333333
canada,maize,2004,82410,537.0,36138.0,6.728333333333334
canada,maize,2005,86035,537.0,36363.0,7.336666666666667
canada,maize,2006,84737,537.0,36572.75,7.983333333333333
canada,maize,2007,85108,537.0,45140.03,6.926666666666667
canada,maize,2008,90623,537.0,53707.3,6.77
canada,maize,2009,83723,537.0,54529.4,6.593333333333334
canada,maize,2010,97385,537.0,61050.0,8.008333333333333
canada,maize,2011,88946,537.0,62107.2,7.471666666666667
canada,maize,2012,92109,537.0,73508.9,8.323333333333332
canada,maize,2013,95878,537.0,81659.8,8.758333333333333
canada,maize,2014,93647,537.0,76314.0,7.161319444444444
canada,maize,2015,103370,537.0,75318.3,7.161319444444444
canada,maize,2016,93719,537.0,75318.3,7.161319444444444
canada,potatoes,1990,250994,537.0,29568.0,7.425
canada,potatoes,1991,96637,537.0,29477.5,7.428333333333334
canada,potatoes,1992,118173,537.0,29387.0,6.16
canada,potatoes,1993,107674,537.0,29296.5,6.105
